350.456	108.774	153.486	274.459	427.199	246.004
350.039	109.04	153.543	279.826	426.811	248.953
348.287	104.776	157.19	289.69	426.882	249.621
347.182	102.479	153.364	282.823	423.864	243.891
346.741	103.819	152.94	284.484	423.212	246.061
345.929	105.399	154.942	281.697	423.4	246.247
347.599	104.808	152.948	280.352	424.073	244.984
346.975	103.069	154.006	283.939	423.978	245.039
346.709	100.869	154.374	287.222	423.896	244.48
347.999	99.861	154.034	287.412	425.016	243.567
345.274	100.344	157.215	286.952	423.881	243.82
349.323	99.8193	155.235	282.114	426.94	240.876
346.46	107.336	155.843	277.359	424.381	246.015
347.73	102.856	155.783	283.096	425.622	244.405
347.307	107.105	152.574	275.76	423.594	244.986
348.436	100.498	152.937	283.239	424.905	242.118
348.773	103.47	152.556	279.149	425.051	243.045
347.066	107.099	153.272	276.926	423.703	245.562
346.217	99.3737	154.897	289.485	423.665	244.116
347.116	102.614	151.992	284.757	423.112	244.992
350.763	111.116	152.811	282.752	427.168	252.492
351.328	110.377	152.772	280.36	427.714	250.557
352.898	111.62	149.676	278.439	427.736	250.84
351.596	112.628	151.597	278.468	427.395	251.862
346.648	104.425	155.95	278.372	424.623	243.611
347.48	107.047	154.221	277.663	424.59	245.879
346.323	105.447	157.288	277.18	424.967	244.037
348.17	104.616	153.02	281.067	424.681	245.15
346.055	105.286	158.87	277.818	425.49	244.195
347.43	108.794	155.325	274.772	425.092	246.181
347.324	104.283	157.726	279.632	426.188	244.1
347.26	105.661	154.558	277.551	424.539	244.437
348.164	105.666	154.65	281.635	425.489	246.484
348.118	103.072	154.524	281.762	425.38	243.953
347.461	99.1523	153.967	289.041	424.444	243.673
346.978	100.384	155.588	287.883	424.772	244.326
349.902	106.82	157.45	284.163	428.627	248.902
349.677	107.516	158.105	283.724	428.729	249.378
346.535	101.112	156.28	285.59	424.675	243.907
345.974	105.946	154.121	276.395	423.034	244.143
347.21	107.273	152.548	272.426	423.484	243.486
347.974	107.348	152.248	270.425	424.098	242.561
347.144	106.462	153.511	271.439	423.9	242.182
346.018	110.064	155.531	270.776	423.784	245.452
347.653	108.98	152.638	272.283	423.972	245.121
348.066	103.078	150.955	283.076	423.544	244.616
348.043	101.09	153.24	285.056	424.664	243.618
347.853	101.353	152.517	287.329	424.111	245.017
347.314	107.487	153.589	276.741	424.108	245.858
345.993	109.134	154.641	273.116	423.314	245.691
346.43	109.32	154.093	271.977	423.477	245.308
347.055	109.507	153.355	270.348	423.732	244.681
348	107.969	153.2	271.786	424.6	243.862
348.483	107.077	154.008	271.883	425.487	243.019
346.312	106.547	156.333	274.437	424.479	243.765
346.478	105.608	154.111	277.007	423.533	244.112
346.63	102.107	155.127	284.659	424.194	244.436
347.031	106.166	153.699	275.234	423.88	243.783
348.219	106.675	153.268	273.241	424.853	243.296
347.36	105.339	155.049	277.129	424.884	243.903
347.957	103.579	154.748	280.23	425.331	243.694
346.805	104.073	153.062	277.66	423.336	242.903
348.697	103.521	152.25	279.01	424.822	243.026
347.853	108.746	152.101	275.062	423.903	246.277
349.181	107.782	151.219	272.875	424.79	244.22
349.722	108.825	148.856	272.645	424.15	245.147
348.719	102.677	153.121	276.582	425.279	240.968
346.539	104.175	154.149	274.39	423.613	241.37
346.625	109.439	153.56	269.077	423.405	243.977
347.37	106.638	151.18	273.122	422.96	243.199
347.938	106.105	151.98	271.282	423.928	241.746
350.808	105.757	150.233	276.386	425.925	243.95
350.381	108.379	151.453	271.904	426.108	244.331
352.053	107.962	149.174	274.116	426.64	245.02
351.6	107.333	150.026	274.017	426.613	244.342
350.271	109.508	151.024	268.263	425.784	243.64
348.917	107.226	152.2	268.893	425.017	241.672
349.998	103.982	148.033	271.331	424.014	239.648
350.734	103.609	148.061	271.217	424.765	239.218
350.598	106.323	148.441	264.599	424.818	238.623
350.328	107.963	148.089	263.496	424.373	239.711
348.863	108.481	150.661	262.115	424.194	239.538
349.311	109.251	147.748	265.907	423.185	242.204
-inf	-inf	nan	nan	nan	nan
347.567	110.879	147.627	268.288	421.381	245.023
346.822	106.382	150.665	272.338	422.155	242.551
358.616	96.4012	142.781	281.184	430.007	236.993
359.39	94.8255	139.056	284.829	428.919	237.24
355.541	91.4511	144.056	287.173	427.569	235.038
356.017	94.6596	142.48	283.034	427.258	236.177
356.795	95.553	142.007	285.697	427.799	238.401
359.8	97.0454	139.241	279.491	429.421	236.791
360.625	96.5005	139.222	280.133	430.236	236.567
359.369	96.9823	141.181	276.094	429.96	235.029
360.634	96.6227	138.898	278.314	430.083	235.78
358.511	98.4408	138.615	277.195	427.818	237.038
357.628	96.654	140.365	280.641	427.81	236.974
358.596	98.783	138.76	278.814	427.976	238.19
359.548	100.171	137.185	276.914	428.141	238.628
357.037	96.7708	141.041	281.996	427.557	237.769
358.371	96.3829	140.859	279.73	428.801	236.248
356.934	95.2707	142.604	281.227	428.236	235.884
358.492	97.5981	139.77	281.361	428.377	238.279
356.939	95.9279	141.081	282.52	427.479	237.188
359.457	98.9315	138.514	274.67	428.714	236.266
359.563	97.6517	138.739	278.408	428.933	236.856
357.948	96.2514	141.554	279.358	428.725	235.93
356.293	97.2365	141.911	280.379	427.248	237.426
356.472	92.8521	140.779	287.202	426.862	236.453
355.738	94.6915	143.608	281.651	427.542	235.517
357.288	96.7431	140.862	284.3	427.719	238.893
358.943	97.1522	142.419	282.391	430.152	238.348
358.348	95.3641	139.94	282.518	428.318	236.623
358.907	97.4025	139.141	281.066	428.477	237.935
356.738	95.2675	142.718	284.413	428.097	237.474
358.891	98.6205	141.446	279.985	429.614	238.613
359.411	96.7877	143.716	280.898	431.269	237.237
359.095	98.4816	141.782	279.011	429.986	237.987
358.945	97.3513	143.997	277.399	430.943	236.051
358.537	98.6228	143.91	275.516	430.493	236.381
357.505	97.3225	141.809	282.841	428.409	238.743
357.052	96.4572	141.383	282.825	427.744	237.87
357.043	95.8073	139.958	282.137	427.022	236.876
359.941	97.0078	140.984	280.9	430.433	237.458
358.688	97.5396	142.156	284.485	429.766	239.782
358.918	96.6778	141.499	280.987	429.667	237.171
358.562	99.8089	144.802	278.749	430.963	239.183
360.89	98.1335	146.078	280.703	433.929	238.485
361.191	98.6738	144.844	278.184	433.613	237.766
366.104	-107.881	374.076	1154.29	553.142	469.263
366.581	-113.818	373.132	1166.23	553.147	469.298
366.819	-116.81	372.661	1172.25	553.149	469.316
367.056	-119.818	372.19	1178.3	553.151	469.333
367.294	-122.84	371.72	1184.38	553.154	469.351
367.767	-128.933	370.782	1196.64	553.158	469.385
368.004	-132.004	370.314	1202.81	553.16	469.403
368.475	-138.192	369.379	1215.26	553.165	469.438
368.711	-141.31	368.913	1221.53	553.167	469.455
368.946	-144.445	368.447	1227.84	553.169	469.473
369.181	-147.596	367.982	1234.17	553.172	469.49
369.415	-150.763	367.517	1240.54	553.174	469.508
369.884	-157.146	366.589	1253.38	553.178	469.543
370.117	-160.363	366.126	1259.85	553.181	469.56
370.351	-163.596	365.664	1266.35	553.183	469.578
370.584	-166.846	365.202	1272.88	553.185	469.595
370.817	-170.113	364.741	1279.45	553.188	469.613
371.049	-173.397	364.281	1286.05	553.19	469.63
371.282	-176.698	363.821	1292.69	553.192	469.647
371.514	-180.016	363.361	1299.36	553.194	469.665
372.208	-190.074	361.987	1319.58	553.201	469.717
372.438	-193.462	361.53	1326.39	553.203	469.735
372.669	-196.867	361.073	1333.24	553.205	469.752
372.899	-200.289	360.617	1340.12	553.208	469.77
373.129	-203.73	360.162	1347.03	553.21	469.787
373.359	-207.188	359.707	1353.99	553.212	469.805
373.588	-210.664	359.253	1360.97	553.214	469.822
373.817	-214.159	358.799	1368	553.217	469.84
-inf	-inf	nan	nan	nan	nan
